accession_no,cik,ticker,filed_at_dt,abn_ret_3d,sentiment_label_3d
0001418135-19-000064,1418135,KDP,2019-08-28,-0.01332412666805427,-1
0001418135-19-000081,1418135,KDP,2019-11-14,0.020834426466374567,1
0001423869-19-000043,1423869,PCB,2019-09-03,-0.00711342478923882,0
0001424929-19-000081,1424929,FOXF,2019-11-01,0.023498193657503164,1
0001425292-19-000014,1425292,UAN,2019-04-24,0.0015456851339405997,0
0001425450-19-000045,1425450,KIDS,2019-06-06,-0.01822733881520211,-1
0001425450-19-000088,1425450,KIDS,2019-11-07,0.036222947241258074,1
0001428336-19-000027,1428336,HQY,2019-12-26,-0.029547366799081654,-1
0001437107-19-000024,1437107,WBD,2019-05-02,0.008165743237735335,1
0001437107-19-000043,1437107,WBD,2019-10-08,0.011383686601128762,1
0001437578-19-000008,1437578,BFAM,2019-04-30,0.00504596907343946,0
0001441816-19-000107,1441816,MDB,2019-06-05,0.08864111196146629,1
0001441816-19-000239,1441816,MDB,2019-12-09,-0.017542329324252037,-1
0001442145-19-000010,1442145,VRSK,2019-02-19,0.015441951742824367,1
0001447669-19-000004,1447669,TWLO,2019-06-20,-0.05576255854933265,-1
0001448893-19-000020,1448893,ESNT,2019-03-01,-0.01237661683340685,-1
0001459839-19-000002,1459839,SIBN,2019-01-07,0.0536089563626061,1
0001460329-19-000026,1460329,FLNT,2019-08-08,0.04308157672481261,1
0001462418-19-000043,1462418,ASPS,2019-09-25,-0.01204386515610889,-1
0001465740-19-000085,1465740,TWO-PB,2019-11-19,-0.0069831371724584645,0
0001466258-19-000134,1466258,TT,2019-04-30,0.008399062626422316,1
0001466258-19-000231,1466258,TT,2019-07-01,-0.00424910251687427,0
0001467858-19-000097,1467858,GM,2019-06-07,-0.0014231256966463768,0
0001469367-19-000108,1469367,RUN,2019-07-02,-0.011905261259147704,-1
0001471265-19-000011,1471265,NWBI,2019-04-17,0.006877477942265786,0
0001475115-19-000078,1475115,EB,2019-11-07,-0.0617549863469854,-1
0001476765-19-000082,1476765,GBDC,2019-09-04,0.004819640978118711,0
0001477294-19-000087,1477294,ST,2019-07-30,0.001656815414716739,0
0001487952-19-000006,1487952,VPG,2019-02-20,0.001429016376084391,0
0001489096-19-000190,1489096,THR,2019-07-26,-0.0003069063107161707,0
0001489096-19-000199,1489096,THR,2019-08-08,0.00042587808215088785,0
0001490906-19-000028,1490906,CFFN,2019-04-29,0.020051885599490893,1
0001492298-19-000010,1492298,SBRA,2019-03-15,0.0407937515254615,1
0001493225-19-000088,1493225,NFBK,2019-09-16,0.005792683962332457,0
0001493594-19-000058,1493594,MTSI,2019-11-12,-0.03924646842878443,-1
0001506307-19-000035,1506307,EP-PC,2019-02-11,0.004710396130604533,0
0001506307-19-000099,1506307,EP-PC,2019-05-28,0.02364297135988458,1
0001510295-19-000004,1510295,MPC,2019-01-07,0.02332416352093003,1
0001510964-19-000049,1510964,CVSI,2019-08-27,-0.01221220885243357,-1
0001514281-19-000119,1514281,MITT-PC,2019-12-19,-0.0035175004425676004,0
0001514416-19-000008,1514416,BAND,2019-02-13,0.07493064040137076,1
0001514416-19-000023,1514416,BAND,2019-04-12,-0.029525004121834564,-1
0001514991-19-000016,1514991,AMCX,2019-06-14,-0.009615621047876388,-1
0001521951-19-000038,1521951,FBIZ,2019-05-07,-0.012625248250997978,-1
0001521951-19-000058,1521951,FBIZ,2019-08-15,0.0010585247989425284,0
0001528396-19-000019,1528396,GWRE,2019-06-04,0.011039450195634792,1
0001529377-19-000011,1529377,ACRE,2019-03-01,-0.002062966577584424,0
0001529628-19-000009,1529628,SND,2019-02-12,0.05344862934081207,1
0001529628-19-000024,1529628,SND,2019-03-25,0.014986604208987453,1
0001544206-19-000002,1544206,CGBD,2019-01-11,-0.015125056707396167,-1
0001549346-19-000011,1549346,SSTK,2019-03-13,0.03047806767262995,1
0001551182-19-000180,1551182,ETN,2019-10-18,0.007794851407039616,0
0001552033-19-000092,1552033,TRU,2019-12-16,-0.006757928011482672,0
0001560672-19-000019,1560672,EARN,2019-05-16,-0.026489155912269413,-1
0001562401-19-000115,1562401,AMH-PG,2019-06-03,-0.02305768743395098,-1
0001562401-19-000146,1562401,AMH-PG,2019-11-12,-0.010998921934885497,-1
0001570562-19-000162,1570562,EOLS,2019-11-12,-0.07133013291574952,-1
0001570585-19-000217,1570585,LBTYB,2019-08-06,-0.045879695271175414,-1
0001571996-19-000010,1571996,DELL,2019-04-02,0.0068275894126923475,0
0001571996-19-000032,1571996,DELL,2019-07-11,0.06031499434077103,1
0001574540-19-000009,1574540,DOC,2019-02-27,-0.003152943570232325,0
0001575965-19-000009,1575965,GLPI,2019-04-02,-0.003929429544934804,0
0001579877-19-000048,1579877,OUT,2019-05-07,0.02507839059206296,1
0001580670-19-000053,1580670,LGIH,2019-05-06,0.029094200727363573,1
0001584509-19-000265,1584509,ARMK,2019-12-13,-0.005504364047602239,0
0001585364-19-000059,1585364,PRGO,2019-05-14,0.004369058049990215,0
0001587732-19-000035,1587732,OGS,2019-05-08,0.034008065979758806,1
0001590714-19-000089,1590714,ESI,2019-05-01,-0.022365866580315696,-1
0001595974-19-000128,1595974,MGNI,2019-11-06,0.03167582619248699,1
0001596532-19-000099,1596532,ANET,2019-05-02,-0.02119593046659818,-1
0001601046-19-000013,1601046,KEYS,2019-03-26,0.02273637194857625,1
0001601548-19-000111,1601548,VVX,2019-05-22,-0.01173046006891465,-1
0001601669-19-000002,1601669,WTRE,2019-05-01,-0.0015233286213626185,0
0001601712-19-000246,1601712,SYF-PA,2019-11-15,0.01466657728540044,1
0001602658-19-000106,1602658,ISTR,2019-06-20,0.002623771426264687,0
0001602658-19-000141,1602658,ISTR,2019-10-17,-0.0027793586585247443,0
0001606757-19-000003,1606757,KE,2019-02-06,-0.0004920977863018816,0
0001606757-19-000020,1606757,KE,2019-07-31,-0.040786288736934795,-1
0001606757-19-000094,1606757,KE,2019-12-12,-0.005363666022753399,0
0001609711-19-000190,1609711,GDDY,2019-08-02,-0.020539350038939697,-1
0001610618-19-000055,1610618,CDTX,2019-08-14,-0.0029555426992642353,0
0001628369-19-000004,1628369,CWK,2019-02-27,0.02433346395572955,1
0001635282-19-000070,1635282,RMNI,2019-11-07,-0.041373121705098215,-1
0001639691-19-000115,1639691,LIVN,2019-07-31,0.006455814365419643,0
0001655210-19-000093,1655210,BYND,2019-09-05,-0.027977098464977423,-1
0001660134-19-000010,1660134,OKTA,2019-05-30,0.02845728400470704,1
0001672013-19-000053,1672013,GOLF,2019-10-31,0.02358869473824554,1
0001672909-19-000015,1672909,CPHC,2019-06-06,0.01985479321694328,1
0001674910-19-000031,1674910,VVV,2019-02-05,-0.168666313180714,-1
0001679049-19-000009,1679049,INSW,2019-06-07,-0.026419987116557575,-1
0001679049-19-000018,1679049,INSW,2019-10-08,0.06276928554499106,1
0001679268-19-000044,1679268,TUSK,2019-12-23,0.16912663076970857,1
0001679688-19-000035,1679688,DBRG-PJ,2019-05-13,0.008541562424972726,1
0001680247-19-000080,1680247,PUMP,2019-06-28,-0.04015179774120747,-1
0001681903-19-000026,1681903,ICCH,2019-07-29,0.016055397833921847,1
0001694028-19-000027,1694028,LBRT,2019-06-13,0.01011682745839071,1
0001694028-19-000045,1694028,LBRT,2019-10-30,-0.006771548797162019,0
0001698530-19-000145,1698530,XCUR,2019-11-07,-0.012358550380086819,-1
0001705696-19-000070,1705696,VICI,2019-03-07,-0.009612069152368896,-1
0001712184-19-000224,1712184,LILAB,2019-08-22,-0.0143407990712896,-1
0001714899-19-000055,1714899,DNLI,2019-11-06,-0.034375251697779885,-1
0001718512-19-000010,1718512,GTES,2019-03-01,-0.02670865956471169,-1
0001723596-19-000002,1723596,CLBK,2019-01-25,-0.019401188536481095,-1
0001726978-19-000255,1726978,GSHD,2019-08-01,0.019162271627679806,1
0001751783-19-000003,1751783,RBKB,2019-09-27,-0.005828505986889443,0
0001755672-19-000026,1755672,CTVA,2019-10-31,-0.005128110583894285,0
0001767258-19-000007,1767258,XPEL,2019-08-07,0.040502361301332446,1
0001767258-19-000017,1767258,XPEL,2019-08-21,0.017264972367213582,1
0000003499-20-000008,3499,ALX,2020-03-25,0.006857075497779586,0
0000004127-20-000031,4127,SWKS,2020-05-08,0.007855846606105388,0
0000004962-20-000037,4962,AXP,2020-03-16,-0.055240490492678096,-1
0000004962-20-000046,4962,AXP,2020-04-15,0.024589755211054554,1
0000004962-20-000083,4962,AXP,2020-08-17,-0.0075563871037083175,0
0000006201-20-000079,6201,AAL,2020-06-12,-0.028472045218638442,-1
0000008063-20-000029,8063,ATROB,2020-05-21,0.05473177930914752,1
0000009389-20-000026,9389,BALL,2020-11-05,-0.034944127345697296,-1
0000012927-20-000006,12927,BA,2020-01-21,0.04811324097213132,1
0000017313-20-000012,17313,CSWC,2020-02-05,-0.0016273314894235114,0
0000018230-20-000275,18230,CAT,2020-10-27,0.06812680431769924,1
0000018255-20-000019,18255,CATO,2020-05-04,0.009947593090757323,1
0000019584-20-000013,19584,CHE,2020-04-15,-0.06931119913165762,-1
0000020212-20-000084,20212,CHDN,2020-07-30,0.046354586543786436,1
0000020286-20-000067,20286,CINF,2020-08-06,-0.016755627919310068,-1
0000021175-20-000057,21175,CNA,2020-04-29,-0.06469328563245902,-1
0000021344-20-000044,21344,KO,2020-10-22,0.005412852094942133,0
0000022356-20-000016,22356,CBSH,2020-04-03,0.08565989934675278,1
0000022356-20-000050,22356,CBSH,2020-09-02,-0.024998158400366566,-1
0000023197-20-000062,23197,CMTL,2020-07-13,0.039422008716634815,1
0000025475-20-000057,25475,CRD-B,2020-05-05,-0.06146571989546756,-1
0000028412-20-000076,28412,CMA,2020-05-13,-0.006316307296225343,0
0000029332-20-000084,29332,DXYN,2020-11-05,0.29737043094074034,1
0000034088-20-000004,34088,XOM,2020-01-03,-0.024417286966464724,-1
0000034088-20-000062,34088,XOM,2020-07-31,0.01634211101895988,1
0000034903-20-000033,34903,FRT-PC,2020-08-10,0.0009998120233345453,0
0000037472-20-000002,37472,FLXS,2020-01-03,-0.000453764935487877,0
0000037472-20-000022,37472,FLXS,2020-04-29,-0.123437359375975,-1
0000040211-20-000006,40211,GATX,2020-01-23,-0.029196633893363466,-1
0000045919-20-000005,45919,HHS,2020-03-20,-0.24368471888932697,-1
0000046250-20-000045,46250,HWKN,2020-08-05,0.11873149034480734,1
0000047111-20-000034,47111,HSY,2020-05-28,-0.03656639782757254,-1
0000047111-20-000051,47111,HSY,2020-11-06,0.029447434954613105,1
0000048465-20-000024,48465,HRL,2020-05-21,-0.0048902431733282015,0
0000056978-20-000091,56978,KLIC,2020-07-30,0.04681649932616727,1
0000056978-20-000128,56978,KLIC,2020-10-13,0.02104340962307183,1
0000057131-20-000068,57131,LZB,2020-08-18,-0.02669344982769062,-1
0000057515-20-000010,57515,LANC,2020-03-11,0.1340100058214575,1
0000059255-20-000063,59255,VHI,2020-05-06,-0.008978249330447441,-1
0000059255-20-000069,59255,VHI,2020-05-20,0.14101462440904755,1
0000059255-20-000130,59255,VHI,2020-11-04,-0.002698942649404401,0
0000063296-20-000006,63296,MATW,2020-01-24,-0.02534518393594254,-1
0000063908-20-000075,63908,MCD,2020-11-09,-0.011362082861075318,-1
0000065984-20-000273,65984,ETR,2020-10-23,-0.04236050411540304,-1
0000066382-20-000044,66382,MLKN,2020-08-24,-0.0034594874314510804,0
0000066756-20-000035,66756,ALE,2020-04-13,-0.054083384837359305,-1
0000067887-20-000108,67887,MOG-B,2020-11-20,0.0807273053884241,1
0000070318-20-000003,70318,THC,2020-01-14,-0.02857764104714222,-1
0000073088-20-000169,73088,NWE,2020-12-30,0.016517077207739983,1
0000073124-20-000016,73124,NTRSO,2020-01-22,0.01559205509778161,1
0000073124-20-000240,73124,NTRSO,2020-10-21,0.010785336915495214,1
0000073756-20-000025,73756,OII,2020-03-02,-0.21746652881588824,-1
0000074046-20-000002,74046,ODC,2020-01-30,-0.005879481561284594,0
0000074303-20-000214,74303,OLN,2020-12-16,0.011409172195452899,1
0000075252-20-000014,75252,OMI,2020-03-02,-0.15733415510967774,-1
0000075252-20-000019,75252,OMI,2020-03-04,-0.13020311054413336,-1
0000077476-20-000020,77476,PEP,2020-03-10,0.0011871984608579078,0
0000078003-20-000031,78003,PFE,2020-04-24,-0.011011858470894698,-1
0000078239-20-000049,78239,PVH,2020-06-03,0.08243159528341804,1
0000079879-20-000039,79879,PPG,2020-07-16,-0.017692555467632043,-1
0000080420-20-000017,80420,POWL,2020-05-05,-0.05960810691422025,-1
0000080661-20-000018,80661,PGR,2020-04-15,0.04981105092241633,1
0000082811-20-000050,82811,RRX,2020-04-29,0.035805409921710885,1
0000084246-20-000004,84246,RLI,2020-01-27,-0.00412458607774413,0
0000084246-20-000007,84246,RLI,2020-02-13,-0.03639921794930512,-1
0000084246-20-000043,84246,RLI,2020-07-22,-0.05316974839208943,-1
0000085961-20-000201,85961,R,2020-11-23,-0.014771005929713588,-1
0000088121-20-000072,88121,SEB,2020-10-27,0.008054126790628446,1
0000089089-20-000057,89089,SCI,2020-10-28,0.04122609470096661,1
0000090168-20-000015,90168,SIF,2020-04-13,-0.1609572702755664,-1
0000091419-20-000109,91419,SJM,2020-08-25,-0.018936428961593754,-1
0000091767-20-000027,91767,SON,2020-02-18,0.011917053772232733,1
0000091767-20-000068,91767,SON,2020-07-16,-0.029433525642793223,-1
0000092108-20-000010,92108,SOCGM,2020-06-15,0.00864071893481766,1
0000092380-20-000154,92380,LUV,2020-11-23,-0.03579488219885518,-1
0000098362-20-000118,98362,TKR,2020-08-03,0.042513797019012145,1
0000099780-20-000071,99780,TRN,2020-05-07,-0.006733842788482214,0
0000100517-20-000012,100517,UAL,2020-02-28,-0.13640026323849064,-1
0000101199-20-000187,101199,UFCS,2020-11-20,-0.023838974408893265,-1
0000101984-20-000027,101984,UEIC,2020-06-10,0.044528510228625695,1
0000103730-20-000016,103730,VSH,2020-02-28,-0.01984471725571213,-1
0000107140-20-000023,107140,WLYB,2020-06-11,0.09102531721614193,1
0000107815-20-000300,107815,WELPM,2020-12-04,0.006462654940383228,0
0000109380-20-000208,109380,ZIONP,2020-07-20,-0.014276595154916527,-1
0000215466-20-000153,215466,CDE,2020-11-20,-0.004217591269490839,0
0000277948-20-000004,277948,CSX,2020-01-16,0.004366852464700255,0
0000277948-20-000046,277948,CSX,2020-10-21,-0.026349402792337218,-1
0000278166-20-000002,278166,CVCO,2020-01-13,0.01372409989286405,1
0000318300-20-000215,318300,PEBO,2020-06-29,-0.06321411582211933,-1
0000318300-20-000334,318300,PEBO,2020-10-26,0.0121403339603674,1
0000320187-20-000033,320187,NKE,2020-06-25,0.004324652786068084,0
0000350852-20-000062,350852,CTBI,2020-05-01,-0.08204802103905628,-1
0000352541-20-000039,352541,LNT,2020-04-02,0.02965333958831673,1
0000353184-20-000002,353184,AIRT,2020-01-07,-0.016909931442299908,-1
0000354707-20-000081,354707,HE,2020-06-08,-0.024360492138828183,-1
0000355019-20-000033,355019,FONR,2020-06-09,0.012211980028768332,1
0000356171-20-000086,356171,TCBK,2020-11-20,0.014359985300052003,1
0000357173-20-000062,357173,OSBC,2020-10-01,0.031680296632773164,1
0000700841-20-000030,700841,RCMT,2020-08-10,0.0492288346507459,1
0000703351-20-000012,703351,EAT,2020-02-19,0.01753199614140666,1
0000706863-20-000087,706863,UNB,2020-07-15,0.027729656777953915,1
0000707605-20-000029,707605,ASRV,2020-04-06,0.07484402989237071,1
0000709283-20-000034,709283,QMCO,2020-10-14,0.0012158024962852787,0
0000712034-20-000163,712034,ACCO,2020-12-18,-0.016075803680193346,-1
0000712534-20-000309,712534,FRMEP,2020-11-06,-0.005878933713206802,0
0000719220-20-000060,719220,STBA,2020-07-30,-0.054992690514747755,-1
0000719733-20-000066,719733,KTCC,2020-10-26,-0.16187557436415645,-1
0000719733-20-000068,719733,KTCC,2020-10-27,-0.07255567062235702,-1
0000721371-20-000019,721371,CAH,2020-02-06,0.016903943505705676,1
0000723254-20-000038,723254,CTAS,2020-09-23,0.009153954761807137,1
0000723612-20-000045,723612,CAR,2020-03-23,-0.22048756006590653,-1
0000723646-20-000090,723646,FRAF,2020-12-18,0.007884335853101332,0
0000726958-20-000016,726958,CASY,2020-03-09,-0.013501101952369976,-1
0000727273-20-000027,727273,CDZI,2020-06-22,-0.019615595036163613,-1
0000731802-20-000029,731802,ATO,2020-08-05,-0.0065558985525017155,0
0000733269-20-000039,733269,RAMP,2020-11-09,0.00043567658518028907,0
0000737468-20-000086,737468,WASH,2020-07-28,-0.013484271982983187,-1
0000739421-20-000029,739421,CZFS,2020-04-24,0.01190241751384491,1
0000744825-20-000040,744825,AMS,2020-05-11,-0.05911281003501079,-1
0000746210-20-000058,746210,OBLG,2020-12-22,-0.00631081628373642,0
0000746838-20-000128,746838,UIS,2020-10-13,0.037425755720273735,1
0000750686-20-000152,750686,CAC,2020-06-02,0.08211482755918409,1
0000763744-20-000042,763744,LCII,2020-04-21,0.12249886380128205,1
0000763744-20-000050,763744,LCII,2020-04-30,-0.024359569959646055,-1
0000764065-20-000187,764065,CLF,2020-05-11,-0.06382232080919126,-1
0000764065-20-000210,764065,CLF,2020-07-30,0.0772764486755868,1
0000764622-20-000089,764622,PNW,2020-12-10,-0.023715446034054843,-1
0000766421-20-000006,766421,ALK,2020-01-13,-0.007505675547839763,0
0000766421-20-000021,766421,ALK,2020-03-06,-0.09095552735075274,-1
0000766421-20-000036,766421,ALK,2020-04-24,0.15588961959292136,1
0000766421-20-000042,766421,ALK,2020-05-13,0.07170989092312263,1
0000766421-20-000052,766421,ALK,2020-06-02,0.24330133811955168,1
0000768899-20-000071,768899,TBI,2020-04-01,-0.01029414633004877,-1
0000784199-20-000014,784199,AORT,2020-02-13,-0.0419019086005048,-1
0000788965-20-000013,788965,HNRG,2020-04-29,-0.029515249778968466,-1
0000791963-20-000029,791963,OPY,2020-07-31,0.06001302471868475,1
0000791963-20-000031,791963,OPY,2020-08-28,0.08169509206584313,1
0000791963-20-000033,791963,OPY,2020-09-10,0.007942170403952398,0
0000794367-20-000116,794367,M,2020-08-28,0.10474957914577254,1
0000799292-20-000008,799292,MHO,2020-01-07,0.017295574722581364,1
0000811596-20-000005,811596,KALU,2020-02-19,0.036041128162142555,1
0000812011-20-000062,812011,MTN,2020-09-29,0.025978944799062598,1
0000815556-20-000037,815556,FAST,2020-04-28,0.008696110353072717,1
0000818479-20-000045,818479,XRAY,2020-09-16,-0.05345618836564636,-1
0000825313-20-000014,825313,AB,2020-02-12,0.02937681941611836,1
0000826154-20-000095,826154,ORRF,2020-03-19,-0.07015704654349153,-1
0000826675-20-000023,826675,DX-PC,2020-04-16,-0.009648157984638916,-1
0000829224-20-000027,829224,SBUX,2020-03-23,-0.015963193166226075,-1
0000832101-20-000004,832101,IEX,2020-01-30,0.006251843704653703,0
0000832480-20-000014,832480,UTGN,2020-06-24,-0.005360348809416937,0
0000832480-20-000020,832480,UTGN,2020-09-23,-0.09404304631619831,-1
0000832988-20-000020,832988,SIG,2020-03-30,-0.0031899735219617087,0
0000840489-20-000056,840489,FCFS,2020-08-03,0.06002081104409451,1
0000842162-20-000049,842162,LEA,2020-11-10,0.019330936886175376,1
0000844856-20-000044,844856,HCMC,2020-11-30,-0.010012468840397748,-1
0000846617-20-000019,846617,DCOMP,2020-04-21,0.052487557399733875,1
0000849146-20-000041,849146,LFVN,2020-01-28,-0.059148943178006674,-1
0000849869-20-000070,849869,SLGN,2020-08-05,-0.010094618984129777,-1
0000849869-20-000082,849869,SLGN,2020-10-21,0.01061179592355288,1
0000850429-20-000040,850429,TG,2020-05-26,0.0011248758506956502,0
0000851968-20-000011,851968,MHK,2020-02-13,-0.02556250201672905,-1
0000856982-20-000036,856982,MMSI,2020-07-15,-0.05355717981316899,-1
0000866829-20-000009,866829,HLX,2020-03-02,-0.18998639121295124,-1
0000868671-20-000049,868671,GBCI,2020-03-27,0.04537869781276116,1
0000875045-20-000015,875045,BIIB,2020-06-18,-0.014067984508631892,-1
0000876523-20-000020,876523,EZPW,2020-05-11,-0.005993546576717246,0
0000877860-20-000019,877860,NHI,2020-02-19,0.05721614921053886,1
0000880266-20-000059,880266,AGCO,2020-12-16,0.04252759603935885,1
0000882835-20-000022,882835,ROP,2020-07-28,-0.015583940334908175,-1
0000885978-20-000050,885978,USPH,2020-11-17,-0.011378664941396055,-1
0000885978-20-000058,885978,USPH,2020-12-09,0.044681166208653256,1
0000891014-20-000047,891014,MTX,2020-10-26,0.01607518376909045,1
0000891166-20-000040,891166,UVE,2020-05-29,0.04361752970775634,1
0000891166-20-000062,891166,UVE,2020-10-27,0.14685767168018793,1
0000893538-20-000073,893538,SM,2020-06-08,-0.1791787009479302,-1
0000893538-20-000121,893538,SM,2020-07-30,0.009800417473929901,1
0000894081-20-000116,894081,ATSG,2020-03-24,-0.11034331575971423,-1
0000894671-20-000020,894671,OVBC,2020-05-21,-0.03352372005681903,-1
0000895419-20-000126,895419,WOLF,2020-10-28,0.009371701148194411,1
0000895728-20-000029,895728,EBGEF,2020-11-06,0.007088882177584188,0
0000896878-20-000063,896878,INTU,2020-05-21,-0.03813699282093208,-1
0000897077-20-000042,897077,ALG,2020-03-26,-0.06731870575580567,-1
